idr animal length eff_length est_counts tpm coding main coding_ali main_ali fs pnps nd_pnps N_pnps sd_pnps S_pnps w dN N dS S 5refsp 5sp 10refsp 10sp 20refsp 20sp 5 10 20
octo_c19220_g1_i1 octo 637 471.211 411 436.987 7,322,323,557 7,322 7,322,323,557 7,322 1 0.09922179783083832 35.666666666666664 432.4999999999998 94.33333333333333 113.50000000000024 0.0363 0.0748 406.98 2.061 139.02 0 0.0 0 0.6656655082734381 0 0.7538708535398065 0.6798519401438976 0.6917978927874594 0.7333044634962416
eury_eury_c5931_g1_i1 eury 1484 1325.05 9575 3083.48 11,1445 11,1445 11,1446 11,1446 0 0.08702449161557868 85.5 1137.333333333333 248.50000000000003 287.66666666666697 0.0311 0.0644 1062.18 2.0684 362.82 0 0.6319758152734033 0 0.6747562183342385 0 0.7093947804037276 0.7182758550348332 0.7281432731249449 0.759990143413772
petz_comp16654_c0_seq1 petz     2,1406 2,1406 29,1446 29,1446 0 0.08549705262185839 84.16666666666667 1117.9999999999998 251.83333333333334 286.00000000000017 0.0282 0.0653 1046.52 2.3161 357.48       0.6737534969815873 0.6824731766800131 0.7156203900414202
octo_c12205_g2_i1 octo 1054 888.211 482 271.877 0,1044 0,1044 402,1446 402,1446 0 0.08943794586214852 67.83333333333333 830.3333333333342 195.16666666666669 213.6666666666658 0.0204 0.0658 778.18 3.2273 265.82 0 0.0 0 0.639677745548095 0 0.7214415131545823 0.65365564319791 0.6679417113636915 0.7068861862644791
foca_c31348_g1_i1 foca 1486 1320.42 10953 2079.63 2,1424 2,1424 23,1446 23,1446 0 0.08595321076333273 81.33333333333333 1133.6666666666663 240.66666666666666 288.3333333333337 0.0356 0.0633 1059.94 1.7783 362.06 0 0.703759125360841 0 0.7223451696660895 0 0.720589935584897 0.7457328296770471 0.7591005034352345 0.788958959496666
minu_c17924_g1_i1 minu 1460 1271.91 1891 260.8 12,1422 12,1422 36,1446 36,1446 0 0.13069778280438116 125.00000000000003 1124.333333333333 243.00000000000003 285.66666666666697 0.054 0.1068 1051.0 1.977 359.0 0 0.702475052782183 0 0.7148364918814779 0 0.7350543756392937 0.7118108074920685 0.7219696446147341 0.7562642204186856
petz_comp29282_c0_seq1 petz     2,1655 2,1655 2,1677 2,1677 0 0.19719655941382733 206.33333333333331 1254.1666666666652 267.66666666666663 320.83333333333496 0.0661 0.1687 1173.99 2.5524 401.01       0.642213816795807 0.644274145422818 0.6738708374440122
rari_c14470_g1_i1 rari 1440 1240.05 3614 917.953 13,1408 13,1408 41,1496 41,1496 0 0.1314741035856574 129.0 1110.8333333333333 251.0 284.1666666666667 0.0388 0.1111 1039.82 2.859 355.18 0 0.587150752120236 0 0.5945599146512768 0 0.6288814227035359 0.7068071521005796 0.7101405157166534 0.7362565321513646
raik_c16985_g1_i1 raik 1659 1481.05 2624 2195.27 7,1582 7,1582 29,1641 29,1641 0 0.19719655941382733 206.33333333333331 1254.1666666666652 267.66666666666663 320.83333333333496 0.0661 0.1687 1173.99 2.5524 401.01 0 0.0 0 0.0 0 0.7748212181666174 0.7073021329849476 0.7134727134621887 0.7423645668903358
octo_c24353_g1_i1 octo 1467 1301.21 1147 441.629 2,380,381,1413 357,1413 23,419,420,1469 396,1469 1 0.129696906308692 143.5 1124.8333333333333 280.5 285.16666666666674 0.0336 0.1286 1051.0 3.8286 359.0 0 0.0 0 0.0 0 0.7397227677416605 0.6820414293513627 0.6972365613743995 0.7362363644395727
minu_c18422_g1_i1 minu 1433 1244.91 4981 701.86 2,1406 2,1406 32,1496 32,1496 0 0.11739141263199852 121.0 1115.333333333333 264.0 285.66666666666686 0.027 0.1032 1044.29 3.8284 356.71 0 0.7273316392337987 0 0.7406921078638716 0 0.759425258254495 0.7344854794753906 0.7457520027257403 0.7765028336942319
eury_eury_c18576_g1_i4 eury 1432 1273.05 2379.86 797.704 6,1404 6,1404 35,1496 35,1496 0 0.12937066220873994 120.83333333333334 1113.0 239.16666666666669 285.00000000000006 0.0507 0.1059 1042.05 2.0878 355.95 0 0.0 0 0.0 0 0.7023082978861707 0.7057296164193317 0.7125448578962668 0.7421377779066552
cras_c6088_g1_i1 cras 1231 1182 24022 4938.75 0,1164 0,1164 3,1178 3,1178 0 0.21755282547514185 110.83333333333334 915.6666666666675 138.16666666666666 248.3333333333325 0.1686 0.1321 867.63 0.7834 296.37 1 0.7816474864035439 1 0.7852705760590825 1 0.8007690773903718 0.8030987037506565 0.8082300516396248 0.826023348900522
minu_c20102_g1_i1 minu 1209 1020.91 16537 2841.46 2,1175 2,1175 2,1178 2,1178 0 0.21755282547514185 110.83333333333334 915.6666666666675 138.16666666666666 248.3333333333325 0.1686 0.1321 867.63 0.7834 296.37 0 0.8252860585182212 1 0.836771128518236 1 0.8384282071054943 0.8303983248022312 0.8367734013384948 0.849491710772123
cras_c6442_g1_i1 cras 1152 1103 2232 491.75 264,1059 264,1059 289,1111 289,1111 0 0.17694226350040632 90.83333333333334 641.1666666666665 123.16666666666667 153.83333333333346 0.0705 0.1497 592.58 2.124 202.42 0 0.6563042741329413 0 0.6480958326684215 0 0.679914192163576 0.6665224632137696 0.6674518807781694 0.6959076921874093
minu_c26898_g1_i1 minu 1105 916.91 1097 209.871 11,293,294,1056 291,1056 30,321,322,1111 319,1111 1 0.2642125836887037 155.16666666666666 819.333333333334 143.83333333333334 200.66666666666598 0.1151 0.2049 760.3 1.7799 259.7 0 0.7050811884564042 0 0.7107424302736746 0 0.7269761201303098 0.6952486430907661 0.701678178500354 0.7320757655358177
foca_c1657_g1_i1 foca 983 817.417 202 61.9543 130,934 130,934 280,1111 280,1111 0 0.1610905131936834 77.83333333333333 650.3333333333331 114.16666666666666 153.66666666666683 0.0643 0.1183 599.29 1.8402 204.71 0 0.6884270595172202 0 0.6987165255267582 0 0.7120642954829302 0.6581807729376971 0.6668774111451035 0.7034400108645539
octo_c47247_g1_i1 octo 1109 943.211 519 275.677 23,1076 23,1076 23,1114 23,1114 0 0.2642125836887037 155.16666666666666 819.333333333334 143.83333333333334 200.66666666666598 0.1151 0.2049 760.3 1.7799 259.7 0 0.0 0 0.6100725186492363 0 0.6706266888686649 0.6794434934655008 0.6849923292024197 0.7159708259195733
octo_c21795_g1_i1 octo 1664 1498.21 2319 775.478 5,1616 5,1616 16,1630 16,1630 0 0.12850707528818045 132.5 1256.0 286.5 349.00000000000006 0.0472 0.0989 1196.35 2.0984 408.65 0 0.0 0 0.0 0 0.8089126967649171 0.7615182829803907 0.775602634672776 0.8053479511040922
raik_c17096_g1_i1 raik 1675 1497.05 3555 2942.36 2,1616 2,1616 10,1627 10,1627 0 0.1533197480921961 136.33333333333334 1257.833333333333 249.66666666666666 353.16666666666697 0.0701 0.0988 1200.82 1.4094 410.18 0 0.7544156737300687 0 0.8196884121674937 0 0.8447836876550022 0.7784171585607338 0.7864397599680596 0.8057963237197638
harp_c38753_g2_i1 harp 1657 1473.8 1344 2675.38 4,1621 4,1621 6,1636 6,1636 0 0.126245533870177 114.16666666666667 1254.6666666666665 256.8333333333333 356.3333333333335 0.0617 0.0873 1200.82 1.4143 410.18 0 0.7989961924005956 0 0.7878671450969342 0 0.8113445166174609 0.6525282595091314 0.6528292223584902 0.6780055449712811
petz_comp2703_c0_seq1 petz     4,1600 4,1600 7,1627 7,1627 0 0.1455076884429843 129.33333333333331 1243.6666666666665 249.66666666666666 349.33333333333337 0.0721 0.0988 1187.4 1.3712 405.6       0.7932721302037086 0.7997230642861214 0.8154833148027671
eury_eury_c15558_g1_i1 eury 1654 1495.05 2792 796.883 0,1614 0,1614 2,1627 2,1627 0 0.15209830293292667 121.66666666666666 1260.4999999999998 224.33333333333334 353.50000000000017 0.0911 0.0922 1203.06 1.0126 410.94 0 0.0 0 0.8086566514226784 0 0.823276679157279 0.8099699605868331 0.8145697343211409 0.8278885921312248
minu_c27080_g1_i1 minu 1658 1469.91 2838 338.683 13,1621 13,1621 13,1627 13,1627 0 0.12037414527568402 89.5 1255.833333333333 208.5 352.1666666666669 0.0801 0.0671 1198.58 0.8378 409.42 0 0.829055237874543 0 0.8409415399456659 0 0.8445338317427701 0.8288162455979345 0.8349506723864994 0.8467825814617751
rari_c5655_g1_i1 rari 1670 1470.05 4529 970.38 1,1621 1,1621 1,1627 1,1627 0 0.126245533870177 114.16666666666667 1254.6666666666665 256.8333333333333 356.3333333333335 0.0617 0.0873 1200.82 1.4143 410.18 0 0.7383160692851272 0 0.7444040238916471 0 0.7681709592123958 0.7984025088109854 0.8000276600311064 0.8110753249299699
foca_c32675_g1_i1 foca 855 689.417 916 333.102 42,819 42,819 50,830 50,830 0 0.33440807154610885 88.5 592.8333333333335 71.5 160.16666666666652 0.2925 0.1672 561.28 0.5715 191.72 0 0.7276266737737752 0 0.7328748210635302 0 0.7280723166257541 0.8650673182854255 0.8690863961283031 0.8796295317576239
eury_eury_c24602_g1_i1 eury 834 675.051 9011 5696.02 33,798 33,798 44,830 44,830 0 0.29247956546267967 92.5 601.3333333333335 84.49999999999999 160.66666666666657 0.185 0.1584 567.99 0.8562 194.01 0 0.0 0 0.8493059477361344 1 0.8626059762799485 0.8469953534564606 0.8498925177239262 0.8620628172574367
octo_c53738_g1_i1 octo 519 353.211 11 15.6027 1,517 1,517 182,698 182,698 0 0.24360112308667692 54.666666666666664 406.6666666666667 60.33333333333333 109.33333333333331 0.1366 0.1279 384.62 0.9367 131.38 0 0.7461700491277842 0 0.7171648387063808 0 0.6958433269159349 0.8604056792927985 0.8629229287581556 0.8719722803045931
cras_c3177_g1_i1 cras 831 782 6924 2151.67 0,780 0,780 21,823 21,823 0 0.33440807154610885 88.5 592.8333333333335 71.5 160.16666666666652 0.2925 0.1672 561.28 0.5715 191.72 0 0.8655404855444684 1 0.8759757107220159 1 0.8757318242620563 0.8904447284329986 0.8937592571191791 0.9021127566100016
minu_c27710_g1_i1 minu 857 668.91 6454 1692.52 48,813 48,813 50,829 50,829 0 0.21633519711232202 51.666666666666664 591.6666666666667 66.33333333333333 164.33333333333323 0.1701 0.0859 563.51 0.5049 192.49 0 0.9054958812537602 0 0.9093655670200216 1 0.911672723137505 0.8912524102708439 0.8937082200552805 0.8985147054919967
octo_c82811_g1_i1 octo 972 806.211 2532 1573.46 0,678,679,940 0,678 3,715,716,977 3,715 1 0.16182717408080888 88.33333333333333 738.8333333333339 145.66666666666666 197.166666666666 0.0665 0.1154 697.68 1.7347 238.32 0 0.7368588126011525 0 0.7531771200434418 0 0.8045720678609851 0.7238725064727816 0.7370825262238944 0.7739946398201999
rari_c12118_g1_i1 rari 999 799.048 5265 2075.37 18,954 18,954 37,977 37,977 0 0.0824669905793335 50.33333333333333 736.6666666666674 162.66666666666666 196.33333333333263 0.0374 0.0644 695.45 1.7201 237.55 0 0.6534625478313925 0 0.650539244027575 0 0.688946678788987 0.707096407155576 0.7075789563238839 0.7341280522880017
petz_comp25621_c0_seq1 petz     9,966 9,966 11,977 11,977 0 0.12890184819142803 73.16666666666667 752.6666666666674 151.83333333333334 201.33333333333258 0.0525 0.0897 711.1 1.7066 242.9       0.7515211833508799 0.7573643243421896 0.7830886555211646
raik_c18854_g1_i1 raik 968 790.052 1692 2653.62 1,958 1,958 13,977 13,977 0 0.1333166248479853 77.5 752.6666666666675 155.5 201.3333333333325 0.0472 0.0933 711.1 1.9762 242.9 0 0.6948854711457302 0 0.7655770948866677 0 0.8074117283492458 0.7333681789618867 0.742391136321368 0.7715900110776504
harp_c33313_g1_i1 harp 909 725.801 461 1863.41 2,878 2,878 100,977 100,977 0 0.06578757807137194 38.5 691.1666666666674 156.5 184.83333333333258 0.0231 0.0474 652.96 2.0556 223.04 0 0.7273457281166954 0 0.7188945149841118 0 0.7274531391993906 0.5998447381089402 0.6002538951889108 0.6333223119398983
eury_eury_c11692_g1_i1 eury 986 827.051 2693 1389.44 16,958 16,958 31,977 31,977 0 0.09604247104247056 55.00000000000001 740.0000000000008 154.0 198.99999999999918 0.0278 0.0575 699.92 2.0714 239.08 0 0.0 0 0.0 0 0.72974418388551 0.7080608849489496 0.7143489449441535 0.7411205325167904
foca_c31672_g1_i1 foca 972 806.417 569 176.895 2,944 2,944 12,977 12,977 0 0.0925240834894296 46.33333333333333 740.0000000000007 134.66666666666666 198.9999999999993 0.0493 0.0595 699.92 1.2079 239.08 0 0.7318065063208425 0 0.7384120588927847 0 0.7418760164103411 0.7398367591246465 0.7492642407843388 0.7779640005621293
cras_c6642_g1_i1 cras 1005 956 3050 775.296 0,966 0,966 0,977 0,977 0 0.1333166248479853 77.5 752.6666666666675 155.5 201.3333333333325 0.0472 0.0933 711.1 1.9762 242.9 0 0.7255600410067504 0 0.7257245366512709 0 0.7568360413572225 0.7378568526349119 0.7464970353121342 0.7785286296745453
minu_c30341_g1_i1 minu 1002 813.91 1611 347.209 27,963 27,963 37,977 37,977 0 0.046689558849070584 21.833333333333332 736.0000000000007 125.16666666666667 196.99999999999926 0.0179 0.0188 695.45 1.0534 237.55 0 0.7347006895696951 0 0.7454278041500277 0 0.764663439780203 0.7305995726735923 0.7393540076178114 0.7719485531461933
octo_c83320_g1_i1 octo 607 441.211 23907 27146.9 0,570 0,570 0,570 0,570 0 0.166836699993199 55.0 422.49999999999983 87.0 111.50000000000018 0.0692 0.1255 398.04 1.8139 135.96 1 0.7338088014114007 1 0.7341233477502808 1 0.7641673532052969 0.7385532333657331 0.7531515443867582 0.7843250467475475
eury_eury_c22839_g1_i1 eury 590 431.051 15307 15152.9 17,551 17,551 36,570 36,570 0 0.166836699993199 55.0 422.49999999999983 87.0 111.50000000000018 0.0692 0.1255 398.04 1.8139 135.96 1 0.7718477083633893 1 0.8021946958959476 1 0.8219489308973972 0.7933683448185912 0.7968595615276051 0.8125298313486313
foca_c31169_g1_i1 foca 574 408.417 3033 1861.8 1,529 1,529 32,570 32,570 0 0.2033088110047465 56.666666666666664 416.83333333333314 74.33333333333334 111.16666666666686 0.1157 0.1372 393.56 1.1863 134.44 0 0.7288635619877977 0 0.7405356309201971 0 0.744501836047908 0.7949364456293185 0.8035178340701837 0.822535506972741
rari_c4024_g1_i1 rari 580 380.871 32493 26870.9 2,527 2,527 36,570 36,570 0 0.14562330034348958 48.166666666666664 415.83333333333314 86.83333333333333 109.16666666666683 0.0729 0.1181 391.33 1.6212 133.67 1 0.7379148326408859 1 0.7297662746192536 1 0.7562943990129224 0.8088778797223752 0.8081621146768916 0.8224019872502265
cras_c16946_g1_i1 cras 585 536 8537 3870.49 2,533 2,533 30,570 30,570 0 0.16709642131583097 52.0 421.33333333333314 81.0 109.66666666666684 0.0908 0.1277 395.8 1.4073 135.2 1 0.7713107139769297 1 0.7723758661667895 1 0.7829656757600209 0.7979823375148632 0.8007007733979257 0.8135705578821707
minu_c30410_g1_i1 minu 579 391.172 5386 2415.3 1,526 1,526 36,570 36,570 0 0.18180102835039424 47.0 415.6666666666665 68.0 109.33333333333351 0.092 0.1037 391.33 1.127 133.67 0 0.8606651208055836 1 0.8697883586881634 1 0.8735325887537945 0.8575553079664651 0.8640822498253516 0.8774153536316397
raik_c14983_g1_i1 raik 774 596.052 1856 3858.22 19,769 19,769 24,776 24,776 0 0.16170151027345206 75.5 586.0 123.5 155.0 0.0679 0.1322 552.33 1.9454 188.67 0 0.0 0 0.7773140477720487 0 0.8055907013182696 0.6993970181870244 0.7082845143981853 0.7352200618636658
harp_c9929_g1_i1 harp 770 586.801 293 1464.88 2,740 2,740 20,776 20,776 0 0.169142857142857 74.0 583.3333333333335 116.0 154.66666666666657 0.0716 0.123 550.1 1.7169 187.9 0 0.7718113797219295 0 0.7675580584935605 0 0.7888966183602761 0.6452655887709222 0.6432257103617175 0.6696635853407586
octo_c58540_g1_i1 octo 801 635.211 5268 4154.99 22,763 22,763 35,776 35,776 0 0.16170151027345206 75.5 586.0 123.5 155.0 0.0679 0.1322 552.33 1.9454 188.67 0 0.0 0 0.6621952726891897 1 0.7266867250651928 0.6908829887278296 0.70377584374684 0.7416871164075811
rari_c8331_g1_i1 rari 793 593.108 8460 4492.7 1,742 1,742 20,776 20,776 0 0.13960917152424643 64.83333333333333 586.6666666666667 122.16666666666667 154.33333333333323 0.0641 0.1105 552.33 1.7225 188.67 0 0.6103356249717538 0 0.6166619307769386 1 0.6564200405934386 0.721499127688252 0.7261001558895878 0.7509064407771402
eury_eury_c21168_g1_i1 eury 786 627.051 5034 3425.67 17,752 17,752 31,776 31,776 0 0.1534311487345286 68.16666666666666 583.0 115.83333333333331 151.99999999999994 0.0554 0.1085 547.86 1.9569 187.14 0 0.697677705875707 0 0.7401450311733586 0 0.7640159259905508 0.7472892271997141 0.7551377190575456 0.7809616881894362
foca_c29573_g1_i1 foca 774 608.417 2023 833.601 2,734 2,734 34,776 34,776 0 0.15417635571004965 70.5 579.3333333333334 120.5 152.66666666666663 0.0504 0.114 545.62 2.2606 186.38 0 0.7215075067580423 0 0.7318029103932596 0 0.7371977528211311 0.732323342354864 0.7447257714134006 0.7791056929969005
cras_c28593_g1_i1 cras 814 765 1918 609.274 31,766 31,766 31,776 31,776 0 0.14351327963788849 65.33333333333334 581.0000000000001 120.66666666666667 153.99999999999991 0.045 0.1035 547.86 2.2983 187.14 0 0.7498631571358672 0 0.7504104554567053 0 0.7761236222491189 0.7571947474232422 0.7664576872097897 0.7962025161378813
minu_c33277_g1_i1 minu 785 596.91 3763 1105.85 2,740 2,740 20,776 20,776 0 0.15886889460154235 69.0 583.5 115.0 154.49999999999994 0.0574 0.1082 550.1 1.8842 187.9 0 0.7837555237175041 0 0.8010045966980991 1 0.8120670371404958 0.7939741011155002 0.8044991351732336 0.829535230082332
octo_c22383_g1_i1 octo 795 629.211 3698 2944.51 26,728 26,728 40,745 40,745 0 0.09133027268463485 40.333333333333336 552.3333333333335 119.66666666666667 149.66666666666654 0.0327 0.0647 523.26 1.9809 178.74 0 0.0 0 0.7275682551513101 0 0.776213086554832 0.7261981696466104 0.7411848458047527 0.7759109141778288
eury_eury_c3662_g1_i1 eury 759 600.051 3289 2338.9 0,726 0,726 4,745 4,745 0 0.13988014723363065 56.5 557.0000000000002 109.5 150.9999999999998 0.0639 0.094 527.73 1.4721 180.27 0 0.7008853503060938 0 0.73418981514271 0 0.758794844270414 0.7451253853134112 0.7502251875620595 0.7731030462782683
foca_c30885_g1_i1 foca 816 650.417 10935 4214.93 38,740 38,740 43,745 43,745 0 0.10349158771788952 48.49999999999999 549.5000000000002 127.5 149.49999999999983 0.0428 0.0863 521.03 2.0144 177.97 0 0.0 0 0.7086503784491988 1 0.7166691932266176 0.7690784420944649 0.7793317619768033 0.8043229217049278
cras_c30170_g1_i1 cras 764 715 3051 1036.96 1,709 1,709 30,745 30,745 0 0.13988014723363065 56.5 557.0000000000002 109.5 150.9999999999998 0.0639 0.094 527.73 1.4721 180.27 0 0.7175857597351601 0 0.7248816027371764 1 0.7521520948520845 0.739094548487309 0.7505267920816139 0.777768623922001
minu_c33409_g1_i1 minu 747 558.91 4901 1538.21 2,707 2,707 36,745 36,745 0 0.10903614457831305 44.333333333333336 554.1666666666669 110.66666666666667 150.83333333333312 0.0602 0.0804 525.5 1.337 179.5 0 0.7590208261071871 0 0.768334420714998 1 0.7838602216255629 0.756119100525138 0.76348511199848 0.7884738258990077
rari_c12001_g2_i1 rari 695 495.213 1541 980.126 2,644 2,644 309,951 309,951 0 0.07527526028012893 33.5 506.9999999999999 118.5 135.00000000000014 0.0212 0.055 478.54 2.5956 163.46 0 0.5125805157106555 0 0.5160250852225178 0 0.553567768775822 0.6141200439230567 0.6162925417489845 0.6501623065595273
cras_c25570_g1_i1 cras 602 553 2265 995.334 0,555 0,555 396,951 396,951 0 0.022110107177154278 6.166666666666666 441.33333333333314 71.83333333333333 113.66666666666684 0.0132 0.0121 413.69 0.9148 141.31 0 0.7399824287701853 0 0.741386425217418 1 0.7740878777564535 0.7454036318302368 0.7546089318401582 0.7859748836721722
minu_c36771_g1_i1 minu 1009 820.91 1319 281.852 18,951 18,951 18,951 18,951 0 0.07527526028012893 33.5 506.9999999999999 118.5 135.00000000000014 0.0212 0.055 478.54 2.5956 163.46 0 0.6832873269686313 0 0.6968876135521784 0 0.7189250029026522 0.6844597031505124 0.6939176472409503 0.7281756254187195
minu_c37303_g1_i1 minu 1949 1760.91 808 80.4908 1,1894 1,1894 6,1899 6,1899 0 0.09573519165175291 119.5 1479.666666666665 333.50000000000006 395.333333333335 0.0341 0.0723 1397.6 2.1212 477.4 0 0.6888688129706989 0 0.6984620431629661 0 0.7188468346217401 0.6837416277143343 0.692647266328126 0.7245756334742518
octo_c23844_g1_i1 octo 1898 1732.21 814 235.432 0,1866 0,1866 15,1890 15,1890 0 0.1070471631851412 137.16666666666666 1478.499999999999 335.8333333333333 387.50000000000097 0.0285 0.0786 1390.89 2.7555 475.11 0 0.0 0 0.6978303236674225 0 0.7658674013222466 0.7015623424103207 0.719161175408742 0.7573643231642827
rari_c23203_g1_i1 rari 1895 1695.05 720 133.789 0,1863 0,1863 24,1890 24,1890 0 0.09594536615511845 117.83333333333334 1472.9999999999989 325.1666666666667 390.0000000000011 0.0393 0.0727 1388.66 1.8512 474.34 0 0.0 0 0.0 0 0.5960583541987191 0.6869796764979474 0.6950202359973399 0.7270567869914545
eury_eury_c24847_g1_i1 eury 1898 1739.05 922 226.232 0,1881 0,1881 0,1890 0,1890 0 0.09573519165175291 119.5 1479.666666666665 333.50000000000006 395.333333333335 0.0341 0.0723 1397.6 2.1212 477.4 0 0.0 0 0.0 0 0.6693816274366957 0.664193703602351 0.6745531988433799 0.7104905051125658
raik_c25097_g2_i1 raik 1908 1730.05 972 696.147 2,1862 2,1862 9,1878 9,1878 0 0.10832498788124825 137.0 1472.3333333333321 333.0 387.666666666668 0.0329 0.0825 1386.42 2.5095 473.58 0 0.0 0 0.70206840412918 0 0.7556021140839394 0.6772438013511223 0.6872286175710043 0.7222895273416667
petz_comp3110_c0_seq1 petz     7,763 7,763 7,763 7,763 0 0.09520342446001953 50.0 594.8333333333335 137.0 155.16666666666646 0.0329 0.0787 559.04 2.3929 190.96       0.6511758502293018 0.651949162996913 0.6797268210803675
raik_c16647_g1_i1 raik 765 587.052 1018 2148.64 27,750 27,750 30,763 30,763 0 0.08233989994791929 38.0 571.8333333333335 122.0 151.1666666666665 0.0221 0.0488 538.92 2.2128 184.08 0 0.6029666897324123 0 0.6899509774861646 0 0.7467788151818815 0.6747083634677211 0.6823418065424949 0.7133339360091836
eury_eury_c15703_g1_i1 eury 796 637.051 1866 1249.89 2,752 2,752 5,763 5,763 0 0.09520342446001953 50.0 594.8333333333335 137.0 155.16666666666646 0.0329 0.0787 559.04 2.3929 190.96 0 0.6293787434640625 0 0.6737358788366314 0 0.7032379321513629 0.7016815596262205 0.7074724077725437 0.739618261283495
cras_c2867_g1_i1 cras 811 762 1098 350.165 21,750 21,750 24,763 24,763 0 0.13084289988607756 58.0 578.8333333333335 115.0 150.16666666666654 0.0407 0.0849 543.39 2.0872 185.61 0 0.6932457523027488 0 0.695444072364381 0 0.7266193761081995 0.7011611679908287 0.710537810111178 0.7425310452933055
minu_c6158_g1_i1 minu 755 566.91 380 117.582 2,728 2,728 27,763 27,763 0 0.10813429772990135 56.16666666666667 575.5000000000001 135.83333333333334 150.4999999999999 0.0203 0.0813 541.15 4.0027 184.85 0 0.7412316752781343 0 0.747981671256424 0 0.764054803318447 0.7263753434921347 0.732881479151877 0.7625777924909475
octo_c2850_g1_i1 octo 755 589.211 662 562.897 11,734 11,734 30,763 30,763 0 0.06419246875592509 33.66666666666667 573.8333333333335 136.33333333333334 149.1666666666665 0.0187 0.0504 538.92 2.6938 184.08 0 0.0 0 0.6710209664434322 0 0.7635590579301214 0.7139783179339539 0.728992217521861 0.7653841178974395
foca_c13656_g1_i1 foca 612 446.417 635 356.613 1,595 1,595 169,763 169,763 0 0.07935127614244113 32.5 472.33333333333314 105.5 121.66666666666684 0.0116 0.0485 442.76 4.1913 151.24 0 0.0 0 0.595090464655271 0 0.6094491135921617 0.6173789325318616 0.6223792877371747 0.6567633383331027
octo_c13383_g1_i1 octo 691 525.211 403 384.426 21,669 21,669 25,688 25,688 0 0.13232467070131765 63.0 529.9999999999997 106.0 118.00000000000034 0.0404 0.1073 483.01 2.6582 164.99 0 0.0 0 0.6790149851092141 0 0.7438600319092944 0.6898932647274358 0.6996488871058255 0.7344607782284048
eury_eury_c26699_g1_i1 eury 703 544.051 1482 1162.37 0,684 0,684 0,688 0,688 0 0.15166495046819264 76.66666666666667 539.8333333333329 115.33333333333334 123.1666666666671 0.0253 0.1221 494.19 4.8339 168.81 0 0.6005884924891601 0 0.6434722925348698 0 0.6769472861349031 0.6972732482460486 0.6995473731757599 0.7324283561296911
foca_c30381_g1_i1 foca 662 496.417 3585 1810.53 2,659 2,659 13,688 13,688 0 0.1679461479879907 79.50000000000001 536.333333333333 106.5 120.66666666666703 0.0317 0.1327 489.72 4.1809 167.28 0 0.7562144130783327 0 0.7795301731006024 0 0.7885604303959762 0.7303909583828325 0.7420544283198182 0.7751915436450116
minu_c8101_g1_i1 minu 658 469.965 355 132.506 1,640 1,640 18,688 18,688 0 0.13123963295555802 60.666666666666664 521.333333333333 104.33333333333333 117.66666666666703 0.038 0.1042 476.3 2.7425 162.7 0 0.7094817148126391 0 0.7102760090169474 0 0.7316283229533748 0.6990963436547285 0.6996706199138103 0.7324634913316495
cras_c12130_g1_i1 cras 677 628 534 206.637 2,665 2,665 4,688 4,688 0 0.15166495046819264 76.66666666666667 539.8333333333329 115.33333333333334 123.16666666666708 0.0253 0.1221 494.19 4.8339 168.81 0 0.7025633646252034 0 0.6973745745101823 0 0.7279758832190376 0.7085524061956741 0.7122479910780127 0.740255724401784
eury_eury_c2077_g1_i1 eury 374 215.375 1005 1991.16 0,339 0,339 6,346 6,346 0 0.08123145889643348 20.333333333333332 256.6666666666667 65.66666666666667 67.33333333333331 0.0236 0.072 241.51 3.0565 82.49 0 0.0 0 0.0 0 0.67471513066937 0.6584285654196576 0.6635806097932743 0.694333592525759
cras_c33526_g1_i1 cras 357 308 294 231.965 11,326 11,326 11,334 11,334 0 0.10704225352112672 20.0 248.5 50.00000000000001 66.49999999999999 0.0661 0.0856 234.8 1.2949 80.2 0 0.7060970871672714 0 0.7092398721969667 0 0.7416086394625625 0.716905139181523 0.7243249648958034 0.7578242138871534
minu_c8216_g1_i1 minu 345 166.348 320 337.446 2,308 2,308 15,334 15,334 0 0.09905968836674395 19.166666666666664 242.3333333333334 50.833333333333336 63.66666666666661 0.0447 0.0732 228.09 1.6388 77.91 0 0.6880003671377249 0 0.7039107133835985 0 0.7244964562097849 0.6969180009520254 0.7083838040488557 0.7400420192819075
foca_c29811_g1_i1 foca 386 220.831 2917 3311.61 22,346 22,346 22,346 22,346 0 0.08123145889643348 20.333333333333332 256.6666666666667 65.66666666666667 67.33333333333331 0.0236 0.072 241.51 3.0565 82.49 0 0.0 0 0.6875390539733935 1 0.695104204304377 0.6464985419923379 0.6620898743818182 0.7053950568963431
foca_c28853_g1_i1 foca 476 310.522 11523 9303.29 1,421 1,421 18,452 18,452 0 0.2285978917655362 35.5 334.8333333333333 39.5 85.1666666666667 0.1707 0.1078 313.06 0.6315 106.94 1 0.7426848893469036 1 0.7450698837349194 1 0.7403846576214773 0.8392922839268107 0.8416045598992768 0.8522530046173249
cras_c218_g1_i1 cras 502 453 4798 2573.88 25,445 25,445 25,452 25,452 0 0.23345653244204687 42.833333333333336 332.66666666666663 48.166666666666664 87.33333333333337 0.1477 0.1291 313.06 0.8742 106.94 0 0.7863243443914216 1 0.7880369927305801 1 0.8000453320027058 0.8116415434950378 0.8182807989480592 0.8294783249725417
