filename	len	cols_conservative	cols_nongap	sp_idrs	sp_ats	sp_nongap	sp_atcomp
eury_eury_c6280_g1_i1.fasta	4	252	403	foca_c600_g1_i1,eury_eury_c6280_g1_i1,octo_c83726_g1_i1,harp_c36319_g2_i1	261,258,286,267	411,423,446,454	0.63503649635,0.609929078014,0.641255605381,0.588105726872
eury_eury_c6569_g1_i1.fasta	2	474	629	octo_c47121_g1_i1,eury_eury_c6569_g1_i1	437,415	650,688	0.672307692308,0.603197674419
eury_eury_c7071_g1_i1.fasta	2	349	448	harp_c28840_g1_i1,eury_eury_c7071_g1_i1	221,274	448,474	0.493303571429,0.57805907173
minu_c8888_g1_i1.fasta	4	293	448	raik_c10475_g1_i1,petz_comp28722_c0_seq1,octo_c17618_g1_i1,minu_c8888_g1_i1	308,290,304,311	482,455,489,506	0.639004149378,0.637362637363,0.621676891616,0.614624505929
eury_eury_c7644_g1_i1.fasta	2	492	642	octo_c35894_g1_i1,eury_eury_c7644_g1_i1	417,432	645,679	0.646511627907,0.636229749632
eury_eury_c7755_g1_i1.fasta	7	341	567	rari_c6516_g1_i1,petz_comp3977_c0_seq1,minu_c15107_g1_i1,foca_c139_g1_i1,eury_eury_c7755_g1_i1,raik_c13220_g1_i2,octo_c833_g2_i1	560,376,602,646,571,333,587	957,628,990,1003,967,568,913	0.585161964472,0.59872611465,0.608080808081,0.64406779661,0.590486039297,0.586267605634,0.642935377875
eury_eury_c7916_g1_i1.fasta	2	318	418	octo_c87405_g1_i1,eury_eury_c7916_g1_i1	287,268	431,455	0.665893271462,0.589010989011
eury_eury_c7982_g1_i1.fasta	4	312	466	eury_eury_c7982_g1_i1,petz_comp26004_c2_seq1,rari_c19709_g1_i1,octo_c20730_g2_i1	301,310,272,313	506,518,487,504	0.594861660079,0.598455598456,0.558521560575,0.621031746032
eury_eury_c8110_g1_i1.fasta	2	589	771	octo_c16008_g1_i1,eury_eury_c8110_g1_i1	503,771	772,1274	0.651554404145,0.605180533752
eury_eury_c8143_g1_i1.fasta	5	571	1014	eury_eury_c8143_g1_i1,raik_c20715_g1_i1,foca_c25596_g1_i1,octo_c61666_g1_i1,petz_comp2040_c0_seq1	644,648,751,696,667	1082,1036,1125,1046,1087	0.595194085028,0.625482625483,0.667555555556,0.665391969407,0.613615455382
eury_eury_c8170_g1_i1.fasta	4	335	547	eury_eury_c8170_g1_i1,petz_comp28875_c0_seq1,rari_c9155_g1_i1,octo_c49068_g1_i1	357,367,341,383	584,587,574,565	0.611301369863,0.625212947189,0.594076655052,0.677876106195
cras_c10848_g1_i1++.fasta	8	353	688	foca_c31038_g1_i1,cras_c10848_g1_i1++,eury_eury_c8249_g1_i1,minu_c30269_g1_i1,rari_c9901_g1_i1,raik_c30470_g1_i1,harp_c35309_g1_i1,octo_c23456_g1_i1	443,428,399,405,402,435,426,540	702,710,706,704,717,718,830,874	0.631054131054,0.602816901408,0.565155807365,0.575284090909,0.560669456067,0.605849582173,0.513253012048,0.617848970252
eury_eury_c8751_g1_i1.fasta	2	616	819	octo_c20570_g1_i1,eury_eury_c8751_g1_i1	585,495	865,819	0.676300578035,0.604395604396
eury_eury_c8798_g1_i1.fasta	2	639	641	octo_c18441_g1_i1,eury_eury_c8798_g1_i1	385,498	641,809	0.600624024961,0.615574783684
eury_eury_c9181_g1_i1.fasta	4	383	671	eury_eury_c9181_g1_i1,raik_c14121_g1_i1,octo_c45719_g1_i1,petz_comp29161_c0_seq1	453,432,441,419	719,696,710,700	0.630041724618,0.620689655172,0.621126760563,0.598571428571
eury_eury_c9332_g1_i1.fasta	2	197	339	eury_eury_c9332_g1_i1,octo_c32516_g1_i1	358,212	567,350	0.63139329806,0.605714285714
eury_eury_c9631_g1_i2.fasta	2	193	349	octo_c63080_g1_i1,eury_eury_c9631_g1_i2	224,332	368,538	0.608695652174,0.617100371747
cras_c1282_g1_i1++.fasta	7	747	1339	raik_c21635_g2_i1,foca_c992_g1_i1,rari_c14154_g1_i1,eury_eury_c9714_g1_i1,minu_c23662_g1_i1,cras_c1282_g1_i1++,octo_c46848_g1_i1	877,848,793,867,856,929,988	1495,1358,1492,1509,1517,1531,1521	0.586622073579,0.624447717231,0.531501340483,0.574552683897,0.564271588662,0.606792945787,0.649572649573
octo_c45682_g1_i1.fasta	2	862	1122	octo_c45682_g1_i1,petz_comp16665_c0_seq1	722,710	1124,1174	0.642348754448,0.604770017036
eury_eury_c11031_g1_i1.fasta	4	732	1112	eury_eury_c11031_g1_i1,petz_comp16790_c0_seq1,octo_c36227_g1_i1,raik_c19395_g1_i1	718,684,760,675	1217,1171,1156,1181	0.589975349219,0.584116140051,0.657439446367,0.571549534293
octo_c10589_g1_i1.fasta	2	151	187	octo_c10589_g1_i1,petz_comp18230_c0_seq1	135,131	215,211	0.627906976744,0.620853080569
octo_c84063_g1_i1.fasta	2	935	1270	octo_c84063_g1_i1,petz_comp23503_c0_seq1	891,802	1303,1281	0.683806600153,0.626073380172
cras_c8625_g1_i1++.fasta	4	736	1257	petz_comp26314_c0_seq1,octo_c34237_g1_i1,cras_c8625_g1_i1++,raik_c23611_g3_i1	792,873,802,751	1274,1281,1297,1279	0.621664050235,0.68149882904,0.618350038551,0.587177482408
cras_c5645_g1_i1++.fasta	6	559	989	eury_eury_c4212_g1_i1,cras_c5645_g1_i1++,foca_c29513_g1_i1,octo_c87448_g1_i1,petz_comp26824_c0_seq1,minu_c633_g1_i1	814,637,841,789,797,745	1397,1054,1288,1225,1320,1272	0.582677165354,0.604364326376,0.652950310559,0.644081632653,0.603787878788,0.585691823899
harp_c33683_g2_i1.fasta	2	821	1074	harp_c33683_g2_i1,petz_comp26832_c0_seq1	546,774	1077,1364	0.506963788301,0.567448680352
eury_eury_c15558_g1_i1.fasta	7	865	1611	eury_eury_c15558_g1_i1,raik_c17096_g1_i1,harp_c38753_g2_i1,octo_c21795_g1_i1,minu_c27080_g1_i1,rari_c5655_g1_i1,petz_comp2703_c0_seq1	910,979,822,1075,929,876,938	1654,1675,1657,1664,1658,1670,1656	0.550181378476,0.58447761194,0.496077248039,0.646033653846,0.560313630881,0.524550898204,0.566425120773
octo_c90251_g1_i1.fasta	2	352	443	petz_comp27732_c3_seq1,octo_c90251_g1_i1	273,321	443,504	0.61625282167,0.636904761905
eury_eury_c15023_g1_i1.fasta	4	858	1455	eury_eury_c15023_g1_i1,raik_c14194_g1_i1,petz_comp27853_c0_seq1,octo_c83248_g1_i1	872,872,902,938	1480,1475,1489,1484	0.589189189189,0.591186440678,0.605775688381,0.632075471698
octo_c14841_g2_i1.fasta	2	476	651	octo_c14841_g2_i1,petz_comp27906_c0_seq1	438,395	682,655	0.642228739003,0.603053435115
octo_c88111_g1_i1.fasta	2	339	426	petz_comp27976_c0_seq1,octo_c88111_g1_i1	285,292	438,439	0.650684931507,0.665148063781
octo_c45795_g1_i1.fasta	2	312	413	octo_c45795_g1_i1,petz_comp2801_c0_seq1	272,297	416,474	0.653846153846,0.626582278481
eury_eury_c4026_g1_i1.fasta	5	137	230	foca_c1445_g1_i1,octo_c64332_g1_i1,petz_comp28378_c0_seq1,raik_c36478_g1_i1,eury_eury_c4026_g1_i1	209,174,156,180,144	320,253,245,267,248	0.653125,0.687747035573,0.636734693878,0.674157303371,0.58064516129
cras_c5655_g1_i1++.fasta	5	534	921	minu_c16201_g1_i1,foca_c1474_g1_i1,octo_c50894_g1_i1,cras_c5655_g1_i1++,petz_comp28426_c0_seq1	570,628,655,601,602	939,936,953,964,950	0.607028753994,0.67094017094,0.687303252886,0.623443983402,0.633684210526
cras_c26376_g1_i1++.fasta	9	549	953	cras_c26376_g1_i1++,petz_comp28476_c0_seq1,octo_c17120_g1_i1,foca_c5368_g1_i1,harp_c27701_g1_i1,raik_c15690_g1_i1,minu_c13254_g1_i1,eury_eury_c7132_g1_i1,rari_c8343_g1_i1	693,634,673,660,526,633,602,647,591	1071,1048,1071,1038,973,1033,1013,1073,1036	0.647058823529,0.604961832061,0.628384687208,0.635838150289,0.540596094553,0.612778315586,0.594274432379,0.602982292637,0.570463320463
eury_eury_c19346_g1_i1.fasta	5	732	1316	eury_eury_c19346_g1_i1,octo_c83479_g1_i1,raik_c25419_g3_i1,rari_c15772_g1_i1,petz_comp28966_c0_seq1	814,830,842,797,863	1331,1348,1395,1347,1434	0.611570247934,0.615727002967,0.603584229391,0.591685226429,0.601813110181
octo_c14291_g1_i1.fasta	2	718	933	octo_c14291_g1_i1,petz_comp29594_c0_seq1	628,609	944,979	0.665254237288,0.622063329928
octo_c84801_g1_i1.fasta	3	312	442	octo_c84801_g1_i1,petz_comp3011_c0_seq1,raik_c13645_g1_i1	328,324,317	456,498,485	0.719298245614,0.650602409639,0.653608247423
octo_c28780_g1_i1.fasta	2	664	852	octo_c28780_g1_i1,petz_comp5131_c0_seq1	578,521	869,852	0.665132336018,0.611502347418
eury_eury_c7990_g1_i1.fasta	4	409	682	harp_c38210_g1_i1,petz_comp5537_c0_seq1,octo_c70302_g1_i1,eury_eury_c7990_g1_i1	346,411,472,398	700,711,754,717	0.494285714286,0.57805907173,0.62599469496,0.555090655509
cras_c19622_g1_i1++.fasta	7	486	958	harp_c39381_g3_i1,cras_c19622_g1_i1++,eury_eury_c9561_g1_i1,foca_c32361_g1_i1,minu_c16036_g1_i1,octo_c14300_g1_i1,petz_comp5552_c0_seq1	493,590,549,621,598,630,609	1017,1054,1050,1013,1089,1044,1065	0.484759095379,0.559772296015,0.522857142857,0.613030602172,0.549127640037,0.603448275862,0.571830985915
eury_eury_c17399_g1_i1.fasta	5	1059	1924	rari_c19115_g1_i1,eury_eury_c17399_g1_i1,petz_comp6053_c0_seq1,raik_c25957_g1_i1,octo_c2047_g1_i1	1189,1250,1270,1235,1454	2069,2075,2109,1977,2151	0.574673755437,0.602409638554,0.602181128497,0.624683864441,0.675964667596
foca_c10387_g2_i1.fasta	2	387	630	foca_c10387_g2_i1,octo_c4714_g1_i1	429,667	676,988	0.634615384615,0.675101214575
cras_c26070_g1_i1++.fasta	8	37	150	harp_c60040_g1_i1,raik_c8804_g1_i1,foca_c11418_g1_i1,eury_eury_c19446_g1_i1,octo_c93628_g1_i1,minu_c5186_g1_i1,rari_c2795_g1_i1,cras_c26070_g1_i1++	217,206,134,213,134,235,203,210	392,350,227,353,216,386,353,357	0.553571428571,0.588571428571,0.590308370044,0.603399433428,0.62037037037,0.608808290155,0.57507082153,0.588235294118
cras_c3994_g1_i2++.fasta	6	131	206	octo_c12010_g1_i1,minu_c12388_g1_i1,foca_c11473_g1_i1,rari_c13647_g1_i1,cras_c3994_g1_i2++,raik_c897_g1_i1	289,309,430,208,258,290	413,478,664,357,442,467	0.699757869249,0.646443514644,0.647590361446,0.582633053221,0.58371040724,0.620985010707
foca_c1175_g1_i1.fasta	2	1090	1493	foca_c1175_g1_i1,octo_c22890_g1_i1	1037,1026	1568,1519	0.661352040816,0.675444371297
cras_c16833_g1_i1++.fasta	4	520	832	minu_c18584_g1_i1,octo_c58936_g1_i1,foca_c13380_g2_i1,cras_c16833_g1_i1++	718,767,776,530	1178,1162,1163,867	0.609507640068,0.660068846816,0.667239896819,0.611303344867
cras_c28538_g1_i1++.fasta	4	583	949	cras_c28538_g1_i1++,octo_c72957_g1_i1,raik_c23858_g1_i1,foca_c15739_g1_i2	750,1100,1029,612	1234,1646,1652,967	0.607779578606,0.668286755772,0.622881355932,0.632885211996
foca_c1586_g1_i1.fasta	2	826	1098	octo_c70388_g1_i1,foca_c1586_g1_i1	885,801	1269,1188	0.697399527187,0.674242424242
cras_c6181_g1_i1++.fasta	4	226	383	foca_c165_g2_i1,cras_c6181_g1_i1++,octo_c59167_g1_i1,minu_c38080_g1_i1	279,256,277,250	403,403,406,402	0.692307692308,0.63523573201,0.682266009852,0.621890547264
cras_c24279_g1_i1++.fasta	5	447	812	octo_c88758_g1_i1,eury_eury_c10910_g1_i1,cras_c24279_g1_i1++,minu_c14525_g1_i1,foca_c176_g1_i1	544,469,496,466,497	843,833,832,835,825	0.645314353499,0.563025210084,0.596153846154,0.558083832335,0.602424242424
cras_c5773_g2_i1++.fasta	2	325	418	cras_c5773_g2_i1++,foca_c19242_g1_i1	275,284	425,435	0.647058823529,0.652873563218
cras_c7172_g1_i1++.fasta	5	912	1532	minu_c37286_g1_i1,cras_c7172_g1_i1++,rari_c14576_g1_i1,eury_eury_c6437_g1_i1,foca_c1958_g1_i1	900,934,807,908,945	1574,1555,1551,1599,1549	0.571791613723,0.600643086817,0.520309477756,0.567854909318,0.610071013557
octo_c13419_g1_i1.fasta	2	1122	1539	octo_c13419_g1_i1,raik_c24483_g1_i1	996,902	1584,1540	0.628787878788,0.585714285714
eury_eury_c7859_g1_i1.fasta	4	134	314	eury_eury_c7859_g1_i1,foca_c21227_g1_i1,octo_c32859_g1_i1,rari_c4970_g1_i1	251,256,323,259	402,400,470,437	0.624378109453,0.64,0.687234042553,0.592677345538
foca_c22484_g1_i1.fasta	2	466	601	octo_c85547_g1_i1,foca_c22484_g1_i1	518,408	777,601	0.666666666667,0.678868552413
foca_c23359_g1_i1.fasta	3	768	1180	foca_c23359_g1_i1,octo_c83398_g1_i1,minu_c36977_g1_i1	795,1030,901	1202,1504,1503	0.661397670549,0.684840425532,0.599467731204
foca_c26362_g1_i1.fasta	4	296	456	harp_c44503_g1_i1,rari_c15486_g1_i1,raik_c13443_g1_i1,foca_c26362_g1_i1	263,279,322,320	490,535,540,539	0.536734693878,0.521495327103,0.596296296296,0.593692022263
cras_c15833_g1_i1++.fasta	5	351	559	minu_c33358_g1_i1,raik_c12424_g1_i1,cras_c15833_g1_i1++,foca_c28845_g1_i1,octo_c35575_g1_i1	466,333,433,443,474	724,559,700,679,737	0.64364640884,0.595706618962,0.618571428571,0.652430044183,0.643147896879
cras_c5998_g1_i1++.fasta	6	263	387	rari_c3741_g1_i1,cras_c5998_g1_i1++,raik_c6200_g1_i1,foca_c28984_g1_i1,minu_c37663_g1_i1,eury_eury_c26537_g1_i1	281,293,248,287,269,278	448,453,409,427,427,438	0.627232142857,0.646799116998,0.606356968215,0.672131147541,0.629976580796,0.634703196347
foca_c29004_g1_i1.fasta	2	651	908	octo_c22489_g1_i1,foca_c29004_g1_i1	615,581	931,923	0.660580021482,0.629469122427
foca_c29194_g1_i1.fasta	2	750	1000	foca_c29194_g1_i1,octo_c25713_g1_i1	637,658	1004,1005	0.634462151394,0.654726368159
eury_eury_c12434_g1_i1.fasta	4	328	592	octo_c49958_g1_i1,raik_c12059_g1_i1,foca_c29251_g1_i1,eury_eury_c12434_g1_i1	438,383,432,392	653,629,665,668	0.670750382848,0.608903020668,0.64962406015,0.586826347305
cras_c5482_g1_i1++.fasta	5	681	1257	minu_c19835_g1_i1,cras_c5482_g1_i1++,octo_c59021_g1_i1,petz_comp26530_c0_seq1,foca_c29377_g1_i1	771,812,871,757,827	1285,1311,1310,1282,1299	0.6,0.619374523265,0.664885496183,0.590483619345,0.636643571978
cras_c5170_g1_i1++.fasta	6	352	643	minu_c14301_g1_i1,foca_c29499_g1_i1,cras_c5170_g1_i1++,octo_c14841_g1_i1,rari_c11660_g1_i1,eury_eury_c4851_g1_i1	418,588,403,451,490,417	707,885,678,706,868,729	0.591230551627,0.664406779661,0.594395280236,0.6388101983,0.564516129032,0.572016460905
foca_c2974_g1_i1.fasta	2	980	1296	foca_c2974_g1_i1,octo_c84766_g1_i1	807,876	1316,1387	0.613221884498,0.631578947368
cras_c1197_g1_i1++.fasta	4	290	461	foca_c30087_g1_i1,octo_c87743_g1_i1,minu_c14129_g1_i1,cras_c1197_g1_i1++	396,355,339,309	560,518,524,480	0.707142857143,0.685328185328,0.646946564885,0.64375
cras_c8178_g1_i1++.fasta	4	480	775	cras_c8178_g1_i1++,minu_c12492_g1_i1,foca_c30439_g1_i1,octo_c34305_g1_i1	500,477,539,528	801,802,809,792	0.624219725343,0.594763092269,0.666254635352,0.666666666667
cras_c21127_g1_i1++.fasta	7	262	461	eury_eury_c8410_g1_i1,foca_c30479_g1_i1,raik_c11009_g1_i1,harp_c27129_g1_i1,cras_c21127_g1_i1++,octo_c85478_g1_i1,minu_c32039_g1_i1	338,364,358,228,333,357,317	546,510,569,509,512,511,489	0.619047619048,0.713725490196,0.629173989455,0.447937131631,0.650390625,0.698630136986,0.648261758691
foca_c30514_g1_i1.fasta	5	371	729	petz_comp28324_c0_seq1,foca_c30514_g1_i1,octo_c15835_g1_i1,raik_c15377_g2_i1,harp_c2632_g1_i1	472,541,499,456,400	797,831,781,787,772	0.592220828105,0.651022864019,0.638924455826,0.579415501906,0.518134715026
foca_c30767_g1_i1.fasta	2	734	974	foca_c30767_g1_i1,octo_c71860_g1_i1	714,656	1160,1019	0.615517241379,0.643768400393
cras_c6001_g1_i2++.fasta	6	449	871	minu_c23541_g1_i1,cras_c6001_g1_i2++,octo_c47198_g1_i1,eury_eury_c11274_g1_i1,raik_c14793_g1_i1,foca_c30793_g1_i1	545,574,617,555,560,573	905,922,916,922,911,890	0.602209944751,0.622559652928,0.673580786026,0.601952277657,0.614709110867,0.643820224719
eury_eury_c23139_g1_i1.fasta	4	234	367	rari_c1622_g1_i1,octo_c19092_g1_i1,foca_c30836_g1_i1,eury_eury_c23139_g1_i1	224,249,318,257	396,370,443,418	0.565656565657,0.672972972973,0.717832957111,0.614832535885
cras_c1726_g1_i1++.fasta	2	248	310	cras_c1726_g1_i1++,foca_c30911_g1_i1	187,370	310,563	0.603225806452,0.657193605684
eury_eury_c15234_g1_i1.fasta	6	383	714	foca_c30960_g1_i1,minu_c1998_g1_i1,rari_c9058_g1_i1,octo_c53978_g1_i1,raik_c15366_g1_i1,eury_eury_c15234_g1_i1	519,522,436,489,451,440	779,827,791,749,753,755	0.666238767651,0.631197097944,0.551201011378,0.652870493992,0.598937583001,0.582781456954
minu_c30951_g1_i1.fasta	3	631	962	rari_c9987_g1_i1,minu_c30951_g1_i1,octo_c18115_g1_i1	497,552,643	965,974,996	0.515025906736,0.566735112936,0.645582329317
foca_c31282_g1_i1.fasta	2	298	366	foca_c31282_g1_i1,octo_c25289_g1_i1	275,249	398,366	0.690954773869,0.680327868852
eury_eury_c4892_g1_i1.fasta	4	398	674	eury_eury_c4892_g1_i1,petz_comp2583_c0_seq1,foca_c31414_g1_i1,rari_c10616_g1_i1	430,443,493,410	735,731,740,756	0.585034013605,0.606019151847,0.666216216216,0.542328042328
cras_c1895_g1_i1++.fasta	2	758	952	cras_c1895_g1_i1++,foca_c31609_g1_i1	578,1090	952,1726	0.607142857143,0.631517960603
cras_c1680_g1_i1++.fasta	4	339	549	octo_c78507_g1_i1,minu_c13655_g1_i1,foca_c31813_g1_i1,cras_c1680_g1_i1++	370,374,415,338	584,590,613,569	0.633561643836,0.633898305085,0.676998368679,0.594024604569
cras_c7641_g1_i1++.fasta	2	893	1141	foca_c31875_g1_i1,cras_c7641_g1_i1++	748,697	1157,1159	0.646499567848,0.601380500431
foca_c31947_g1_i1.fasta	2	474	638	foca_c31947_g1_i1,octo_c6003_g1_i1	443,444	642,655	0.690031152648,0.67786259542
cras_c1551_g1_i1++.fasta	5	274	444	rari_c1423_g1_i1,foca_c31977_g1_i1,cras_c1551_g1_i1++,minu_c36697_g1_i1,eury_eury_c3763_g1_i1	253,320,289,306,275	455,488,466,510,470	0.556043956044,0.655737704918,0.62017167382,0.6,0.585106382979
cras_c5087_g1_i1.fasta	4	262	454	minu_c30300_g1_i1,cras_c5087_g1_i1,foca_c32185_g1_i1,octo_c20120_g1_i1	280,298,307,311	465,482,487,470	0.602150537634,0.618257261411,0.630390143737,0.66170212766
cras_c1832_g1_i1++.fasta	4	288	478	minu_c2732_g1_i1,octo_c32411_g1_i1,cras_c1832_g1_i1++,foca_c32217_g1_i1	341,355,351,395	547,548,548,568	0.623400365631,0.647810218978,0.640510948905,0.695422535211
cras_c5844_g1_i1++.fasta	5	322	552	octo_c7969_g1_i1,minu_c31082_g1_i1,foca_c32580_g1_i1,cras_c5844_g1_i1++,rari_c12124_g1_i1	375,349,417,400,343	576,589,624,638,596	0.651041666667,0.592529711375,0.668269230769,0.626959247649,0.575503355705
foca_c32602_g1_i1.fasta	2	283	371	octo_c73770_g1_i1,foca_c32602_g1_i1	265,285	399,399	0.664160401003,0.714285714286
eury_eury_c11040_g1_i1.fasta	7	441	889	raik_c15006_g1_i1,eury_eury_c11040_g1_i1,minu_c11361_g1_i1,octo_c73254_g1_i1,rari_c8106_g1_i1,petz_comp16402_c0_seq1,foca_c32828_g1_i1	617,621,618,686,549,603,672	973,1027,999,1011,991,1013,1010	0.634121274409,0.604673807205,0.618618618619,0.678536102868,0.553985872856,0.59526159921,0.665346534653
cras_c5443_g1_i1++.fasta	5	457	805	cras_c5443_g1_i1++,octo_c18361_g1_i1,foca_c3935_g1_i1,raik_c18010_g1_i1,minu_c18921_g1_i1	654,551,651,657,613	1055,825,1018,1051,1037	0.61990521327,0.667878787879,0.639489194499,0.625118934348,0.591128254581
cras_c5054_g1_i1++.fasta	5	1110	1777	eury_eury_c3982_g1_i1,minu_c17254_g1_i1,octo_c14964_g1_i1,foca_c4732_g1_i1,cras_c5054_g1_i1++	1078,1090,1194,1191,1091	1793,1814,1802,1803,1839	0.601226993865,0.600882028666,0.662597114317,0.660565723794,0.593257205003
foca_c8117_g1_i1.fasta	2	247	315	octo_c56399_g1_i1,foca_c8117_g1_i1	197,266	315,438	0.625396825397,0.607305936073
cras_c4773_g1_i1++.fasta	5	547	962	minu_c36614_g1_i1,cras_c4773_g1_i1++,foca_c8169_g1_i1,octo_c21903_g1_i1,raik_c21741_g1_i1	552,601,612,646,625	977,1011,992,1018,1026	0.564994882293,0.594460929773,0.616935483871,0.634577603143,0.609161793372
eury_eury_c2263_g1_i1.fasta	4	259	405	octo_c73795_g1_i1,rari_c3992_g1_i1,eury_eury_c2263_g1_i1,harp_c1665_g1_i1	307,255,251,265	440,419,425,452	0.697727272727,0.608591885442,0.590588235294,0.586283185841
harp_c13140_g1_i1.fasta	3	237	320	minu_c16194_g3_i1,harp_c13140_g1_i1,raik_c29310_g2_i2	420,186,338	671,320,552	0.625931445604,0.58125,0.61231884058
harp_c14771_g1_i1.fasta	2	262	321	harp_c14771_g1_i1,raik_c15006_g3_i1	200,226	384,347	0.520833333333,0.651296829971
eury_eury_c5624_g1_i1.fasta	2	506	691	eury_eury_c5624_g1_i1,petz_comp27831_c0_seq1	394,421	716,717	0.550279329609,0.587168758717
cras_c9856_g1_i1++.fasta	7	523	929	foca_c13979_g1_i1,harp_c18392_g1_i1,minu_c26805_g1_i1,eury_eury_c14224_g1_i1,rari_c13130_g1_i1,petz_comp27969_c0_seq1,cras_c9856_g1_i1++	592,625,672,676,641,734,732	957,1212,1227,1188,1224,1219,1233	0.618599791014,0.515676567657,0.547677261614,0.569023569024,0.523692810458,0.602132895816,0.593673965937
harp_c20153_g1_i1.fasta	2	281	351	harp_c20153_g1_i1,raik_c27696_g2_i1	239,217	446,351	0.535874439462,0.618233618234
cras_c29146_g1_i1++.fasta	7	374	622	rari_c1284_g1_i1,eury_eury_c4367_g1_i1,petz_comp27957_c0_seq1,harp_c25691_g1_i1,cras_c29146_g1_i1++,foca_c4470_g2_i1,minu_c24172_g1_i1	570,584,631,496,657,386,655	1045,1064,1044,1010,1088,638,1085	0.545454545455,0.548872180451,0.604406130268,0.491089108911,0.603860294118,0.605015673981,0.603686635945
harp_c35861_g1_i2.fasta	5	774	1346	minu_c16495_g1_i2,rari_c8943_g1_i2,petz_comp16805_c0_seq2,raik_c15682_g1_i1,harp_c35861_g1_i2	831,797,923,847,787	1437,1503,1577,1506,1475	0.578288100209,0.530272787758,0.585288522511,0.562416998672,0.533559322034
eury_eury_c9008_g1_i1.fasta	4	465	746	eury_eury_c9008_g1_i1,rari_c8530_g1_i1,raik_c12801_g1_i1,harp_c31243_g1_i1	488,453,425,402	816,807,755,838	0.598039215686,0.561338289963,0.562913907285,0.479713603819
cras_c5017_g1_i1++.fasta	5	216	333	harp_c31842_g1_i1,cras_c5017_g1_i1++,minu_c12217_g1_i1,rari_c4201_g1_i1,octo_c16107_g1_i1	305,326,299,329,204	592,552,534,590,340	0.515202702703,0.590579710145,0.559925093633,0.557627118644,0.6
petz_comp2773_c0_seq1.fasta	2	398	514	raik_c13744_g1_i1,petz_comp2773_c0_seq1	433,356	697,566	0.621233859397,0.628975265018
cras_c17093_g1_i1++.fasta	3	167	401	eury_eury_c20782_g1_i1,harp_c36736_g1_i1,cras_c17093_g1_i1++	342,279,244	612,560,431	0.558823529412,0.498214285714,0.566125290023
eury_eury_c16615_g1_i1.fasta	4	655	1224	raik_c17327_g1_i1,eury_eury_c16615_g1_i1,harp_c35866_g1_i1,petz_comp5391_c0_seq1	753,751,636,739	1270,1312,1234,1266	0.592913385827,0.572408536585,0.515397082658,0.583728278041
cras_c7240_g1_i1++.fasta	8	663	1169	minu_c14201_g1_i1,petz_comp24647_c0_seq1,harp_c36915_g2_i1,rari_c9723_g1_i1,cras_c7240_g1_i1++,eury_eury_c9908_g1_i1,foca_c32450_g1_i1,raik_c22221_g1_i1	706,712,622,693,751,705,790,725	1202,1224,1198,1209,1232,1208,1217,1208	0.587354409318,0.581699346405,0.519198664441,0.573200992556,0.609577922078,0.583609271523,0.649137222679,0.600165562914
cras_c3116_g1_i1++.fasta	7	447	780	foca_c22877_g1_i1,cras_c3116_g1_i1++,rari_c13931_g1_i1,eury_eury_c11146_g1_i1,harp_c37462_g2_i1,raik_c23695_g2_i1,minu_c4909_g1_i1	509,912,780,864,747,848,860	788,1425,1418,1434,1416,1392,1413	0.645939086294,0.64,0.550070521862,0.602510460251,0.527542372881,0.609195402299,0.608634111819
eury_eury_c12982_g5_i1.fasta	5	477	766	eury_eury_c12982_g5_i1,foca_c27764_g1_i2,raik_c7193_g1_i1,petz_comp16559_c0_seq1,harp_c37982_g2_i1	493,487,438,441,359	860,798,797,816,803	0.573255813953,0.610275689223,0.549560853199,0.540441176471,0.447073474471
cras_c7213_g1_i1++.fasta	8	431	1186	foca_c21296_g1_i1,petz_comp24020_c0_seq1,cras_c7213_g1_i1++,harp_c38052_g1_i1,rari_c15979_g1_i1,raik_c24562_g2_i1,eury_eury_c9944_g1_i1,minu_c17356_g1_i1	1012,948,921,805,853,910,946,972	1532,1557,1560,1519,1545,1520,1558,1565	0.660574412533,0.608863198459,0.590384615385,0.529953917051,0.552103559871,0.598684210526,0.607188703466,0.621086261981
cras_c16653_g1_i1++.fasta	6	513	843	rari_c11329_g1_i1,harp_c38465_g2_i1,eury_eury_c21090_g1_i1,raik_c13499_g1_i1,cras_c16653_g1_i1++,minu_c3676_g1_i1	524,469,500,515,544,521	934,880,870,866,906,888	0.561027837259,0.532954545455,0.574712643678,0.594688221709,0.600441501104,0.586711711712
eury_eury_c11198_g1_i1.fasta	5	603	1052	eury_eury_c11198_g1_i1,raik_c18099_g1_i1,rari_c11005_g1_i1,minu_c13961_g1_i1,harp_c38793_g2_i1	602,616,578,587,530	1094,1075,1116,1091,1061	0.550274223035,0.573023255814,0.517921146953,0.538038496792,0.499528746466
cras_c20229_g1_i1++.fasta	4	841	1404	harp_c38947_g1_i1,minu_c33338_g1_i1,raik_c17273_g1_i1,cras_c20229_g1_i1++	757,812,795,849	1449,1490,1405,1445	0.52242926156,0.544966442953,0.565836298932,0.587543252595
eury_eury_c6742_g1_i1.fasta	5	1578	2717	rari_c21268_g1_i1,petz_comp29277_c0_seq1,harp_c39131_g1_i1,raik_c28413_g3_i1,eury_eury_c6742_g1_i1	1469,1891,1651,1966,1831	2731,3258,3133,3339,3209	0.537898205785,0.580417434009,0.526970954357,0.588799041629,0.570582736055
